id,strategy,date,total,passed,profitRate,year,month
416,GrowSpeed,2014/7/16 0:00,8,2,-0.05,2014,7
417,GrowSpeed,2014/8/15 0:00,9,9,0.24,2014,8
418,GrowSpeed,2014/9/14 0:00,9,2,-0.04,2014,9
419,GrowSpeed,2014/10/14 0:00,9,9,1.12,2014,10
420,GrowSpeed,2014/11/13 0:00,10,8,0.76,2014,11
421,GrowSpeed,2014/12/13 0:00,10,0,-0.15,2014,12
422,GrowSpeed,2015/1/12 0:00,9,5,0.07,2015,1
423,GrowSpeed,2015/2/11 0:00,10,7,0.09,2015,2
424,GrowSpeed,2015/3/13 0:00,10,10,0.25,2015,3
425,GrowSpeed,2015/4/12 0:00,10,8,0.27,2015,4
426,GrowSpeed,2015/5/12 0:00,10,9,1.1,2015,5
427,GrowSpeed,2015/6/11 0:00,10,2,-0.32,2015,6
428,GrowSpeed,2015/7/11 0:00,10,9,0.53,2015,7
429,GrowSpeed,2015/8/10 0:00,10,0,-0.28,2015,8
430,GrowSpeed,2015/9/9 0:00,9,4,-0.12,2015,9
431,GrowSpeed,2015/10/9 0:00,9,9,0.32,2015,10
432,GrowSpeed,2015/11/8 0:00,9,6,0.03,2015,11
433,GrowSpeed,2015/12/8 0:00,9,0,-0.24,2015,12
434,GrowSpeed,2016/1/7 0:00,10,1,-0.25,2016,1
435,GrowSpeed,2016/2/6 0:00,10,1,-0.13,2016,2
436,GrowSpeed,2016/3/7 0:00,9,5,0.13,2016,3
437,GrowSpeed,2016/4/6 0:00,10,6,0.28,2016,4
438,GrowSpeed,2016/5/6 0:00,10,6,0.62,2016,5
439,GrowSpeed,2016/6/5 0:00,10,10,0.94,2016,6
440,GrowSpeed,2016/7/5 0:00,10,2,-0.01,2016,7
441,GrowSpeed,2016/8/4 0:00,10,8,0.89,2016,8
442,GrowSpeed,2016/9/3 0:00,10,3,0.25,2016,9
443,GrowSpeed,2016/10/3 0:00,9,8,0.44,2016,10
444,GrowSpeed,2016/11/2 0:00,9,7,0.87,2016,11
445,GrowSpeed,2016/12/2 0:00,9,4,0.13,2016,12
446,GrowSpeed,2017/1/1 0:00,9,2,0.07,2017,1
447,GrowSpeed,2017/1/31 0:00,9,9,0.89,2017,1
448,GrowSpeed,2017/3/2 0:00,10,7,0.3,2017,3
449,GrowSpeed,2017/4/1 0:00,10,3,-0.05,2017,4
450,GrowSpeed,2017/5/1 0:00,10,4,0.12,2017,5
451,GrowSpeed,2017/5/31 0:00,10,2,-0.1,2017,5
452,GrowSpeed,2017/6/30 0:00,10,6,0.13,2017,6
453,GrowSpeed,2017/7/30 0:00,10,9,0.57,2017,7
454,GrowSpeed,2017/8/29 0:00,10,4,-0.02,2017,8
455,GrowSpeed,2017/9/28 0:00,10,5,0.16,2017,9
456,GrowSpeed,2017/10/28 0:00,10,3,0.08,2017,10
457,GrowSpeed,2017/11/27 0:00,10,5,0.11,2017,11
458,GrowSpeed,2017/12/27 0:00,10,6,0.27,2017,12
459,GrowSpeed,2018/1/26 0:00,10,4,-0.02,2018,1
460,GrowSpeed,2018/2/25 0:00,8,5,0.13,2018,2
461,GrowSpeed,2018/3/27 0:00,8,2,0.13,2018,3
462,GrowSpeed,2018/4/26 0:00,10,8,0.29,2018,4
463,GrowSpeed,2018/5/26 0:00,10,1,-0.16,2018,5
464,GrowSpeed,2018/6/25 0:00,9,5,0.12,2018,6
465,GrowSpeed,2018/7/25 0:00,9,1,-0.18,2018,7
466,GrowSpeed,2018/8/24 0:00,9,3,-0.08,2018,8
467,GrowSpeed,2018/9/23 0:00,10,0,-0.22,2018,9
468,GrowSpeed,2018/10/23 0:00,10,4,0.13,2018,10
469,GrowSpeed,2018/11/22 0:00,10,1,-0.12,2018,11
470,GrowSpeed,2018/12/22 0:00,10,6,0.11,2018,12
471,GrowSpeed,2019/1/21 0:00,10,7,0.18,2019,1
472,GrowSpeed,2019/2/20 0:00,10,5,0.43,2019,2
473,GrowSpeed,2019/3/22 0:00,10,2,-0.08,2019,3
474,GrowSpeed,2019/4/21 0:00,10,0,-0.23,2019,4
475,GrowSpeed,2019/5/21 0:00,10,9,0.11,2019,5
476,GrowSpeed,2019/6/20 0:00,0,0,0,2019,6
477,WisdomOfCrowd,2000/1/1 0:00,0,0,0,2000,1
478,WisdomOfCrowd,2000/1/31 0:00,0,0,0,2000,1
479,WisdomOfCrowd,2000/3/1 0:00,0,0,0,2000,3
480,WisdomOfCrowd,2000/3/31 0:00,0,0,0,2000,3
481,WisdomOfCrowd,2000/4/30 0:00,0,0,0,2000,4
482,WisdomOfCrowd,2000/5/30 0:00,0,0,0,2000,5
483,WisdomOfCrowd,2000/6/29 0:00,0,0,0,2000,6
484,WisdomOfCrowd,2000/7/29 0:00,0,0,0,2000,7
485,WisdomOfCrowd,2000/8/28 0:00,0,0,0,2000,8
486,WisdomOfCrowd,2000/9/27 0:00,0,0,0,2000,9
487,WisdomOfCrowd,2000/10/27 0:00,0,0,0,2000,10
488,WisdomOfCrowd,2000/11/26 0:00,0,0,0,2000,11
489,WisdomOfCrowd,2000/12/26 0:00,0,0,0,2000,12
490,WisdomOfCrowd,2001/1/25 0:00,0,0,0,2001,1
491,WisdomOfCrowd,2001/2/24 0:00,0,0,0,2001,2
492,WisdomOfCrowd,2001/3/26 0:00,0,0,0,2001,3
493,WisdomOfCrowd,2001/4/25 0:00,0,0,0,2001,4
494,WisdomOfCrowd,2001/5/25 0:00,0,0,0,2001,5
495,WisdomOfCrowd,2001/6/24 0:00,0,0,0,2001,6
496,WisdomOfCrowd,2001/7/24 0:00,0,0,0,2001,7
497,WisdomOfCrowd,2001/8/23 0:00,0,0,0,2001,8
498,WisdomOfCrowd,2001/9/22 0:00,0,0,0,2001,9
499,WisdomOfCrowd,2001/10/22 0:00,0,0,0,2001,10
500,WisdomOfCrowd,2001/11/21 0:00,0,0,0,2001,11
501,WisdomOfCrowd,2001/12/21 0:00,0,0,0,2001,12
502,WisdomOfCrowd,2002/1/20 0:00,0,0,0,2002,1
503,WisdomOfCrowd,2002/2/19 0:00,0,0,0,2002,2
504,WisdomOfCrowd,2002/3/21 0:00,0,0,0,2002,3
505,WisdomOfCrowd,2002/4/20 0:00,0,0,0,2002,4
506,WisdomOfCrowd,2002/5/20 0:00,0,0,0,2002,5
507,WisdomOfCrowd,2002/6/19 0:00,0,0,0,2002,6
508,WisdomOfCrowd,2002/7/19 0:00,0,0,0,2002,7
509,WisdomOfCrowd,2002/8/18 0:00,0,0,0,2002,8
510,WisdomOfCrowd,2002/9/17 0:00,0,0,0,2002,9
511,WisdomOfCrowd,2002/10/17 0:00,0,0,0,2002,10
512,WisdomOfCrowd,2002/11/16 0:00,0,0,0,2002,11
513,WisdomOfCrowd,2002/12/16 0:00,0,0,0,2002,12
514,WisdomOfCrowd,2003/1/15 0:00,0,0,0,2003,1
515,WisdomOfCrowd,2003/2/14 0:00,0,0,0,2003,2
516,WisdomOfCrowd,2003/3/16 0:00,0,0,0,2003,3
517,WisdomOfCrowd,2003/4/15 0:00,0,0,0,2003,4
518,WisdomOfCrowd,2003/5/15 0:00,0,0,0,2003,5
519,WisdomOfCrowd,2003/6/14 0:00,0,0,0,2003,6
520,WisdomOfCrowd,2003/7/14 0:00,0,0,0,2003,7
521,WisdomOfCrowd,2003/8/13 0:00,0,0,0,2003,8
522,WisdomOfCrowd,2003/9/12 0:00,0,0,0,2003,9
523,WisdomOfCrowd,2003/10/12 0:00,0,0,0,2003,10
524,WisdomOfCrowd,2003/11/11 0:00,0,0,0,2003,11
525,WisdomOfCrowd,2003/12/11 0:00,0,0,0,2003,12
526,WisdomOfCrowd,2004/1/10 0:00,0,0,0,2004,1
527,WisdomOfCrowd,2004/2/9 0:00,0,0,0,2004,2
528,WisdomOfCrowd,2004/3/10 0:00,0,0,0,2004,3
529,WisdomOfCrowd,2004/4/9 0:00,0,0,0,2004,4
530,WisdomOfCrowd,2004/5/9 0:00,0,0,0,2004,5
531,WisdomOfCrowd,2004/6/8 0:00,0,0,0,2004,6
532,WisdomOfCrowd,2004/7/8 0:00,0,0,0,2004,7
533,WisdomOfCrowd,2004/8/7 0:00,0,0,0,2004,8
534,WisdomOfCrowd,2004/9/6 0:00,0,0,0,2004,9
535,WisdomOfCrowd,2004/10/6 0:00,0,0,0,2004,10
536,WisdomOfCrowd,2004/11/5 0:00,0,0,0,2004,11
537,WisdomOfCrowd,2004/12/5 0:00,0,0,0,2004,12
538,WisdomOfCrowd,2005/1/4 0:00,0,0,0,2005,1
539,WisdomOfCrowd,2005/2/3 0:00,0,0,0,2005,2
540,WisdomOfCrowd,2005/3/5 0:00,0,0,0,2005,3
541,WisdomOfCrowd,2005/4/4 0:00,0,0,0,2005,4
542,WisdomOfCrowd,2005/5/4 0:00,0,0,0,2005,5
543,WisdomOfCrowd,2005/6/3 0:00,0,0,0,2005,6
544,WisdomOfCrowd,2005/7/3 0:00,0,0,0,2005,7
545,WisdomOfCrowd,2005/8/2 0:00,0,0,0,2005,8
546,WisdomOfCrowd,2005/9/1 0:00,0,0,0,2005,9
547,WisdomOfCrowd,2005/10/1 0:00,0,0,0,2005,10
548,WisdomOfCrowd,2005/10/31 0:00,0,0,0,2005,10
549,WisdomOfCrowd,2005/11/30 0:00,0,0,0,2005,11
550,WisdomOfCrowd,2005/12/30 0:00,0,0,0,2005,12
551,WisdomOfCrowd,2006/1/29 0:00,0,0,0,2006,1
552,WisdomOfCrowd,2006/2/28 0:00,0,0,0,2006,2
553,WisdomOfCrowd,2006/3/30 0:00,0,0,0,2006,3
554,WisdomOfCrowd,2006/4/29 0:00,0,0,0,2006,4
555,WisdomOfCrowd,2006/5/29 0:00,0,0,0,2006,5
556,WisdomOfCrowd,2006/6/28 0:00,0,0,0,2006,6
557,WisdomOfCrowd,2006/7/28 0:00,0,0,0,2006,7
558,WisdomOfCrowd,2006/8/27 0:00,0,0,0,2006,8
559,WisdomOfCrowd,2006/9/26 0:00,0,0,0,2006,9
560,WisdomOfCrowd,2006/10/26 0:00,0,0,0,2006,10
561,WisdomOfCrowd,2006/11/25 0:00,0,0,0,2006,11
562,WisdomOfCrowd,2006/12/25 0:00,0,0,0,2006,12
563,WisdomOfCrowd,2007/1/24 0:00,0,0,0,2007,1
564,WisdomOfCrowd,2007/2/23 0:00,0,0,0,2007,2
565,WisdomOfCrowd,2007/3/25 0:00,0,0,0,2007,3
566,WisdomOfCrowd,2007/4/24 0:00,0,0,0,2007,4
567,WisdomOfCrowd,2007/5/24 0:00,0,0,0,2007,5
568,WisdomOfCrowd,2007/6/23 0:00,0,0,0,2007,6
569,WisdomOfCrowd,2007/7/23 0:00,0,0,0,2007,7
570,WisdomOfCrowd,2007/8/22 0:00,0,0,0,2007,8
